string_protein_id	uniprotkb
9606.ENSP00000303437	203062
9606.ENSP00000303452	7200
9606.ENSP00000303468	2.1.1.-
9606.ENSP00000303482	80346
9606.ENSP00000303490	375444
9606.ENSP00000303507	1K1F
9606.ENSP00000303508	257019
9606.ENSP00000303511	5190
9606.ENSP00000303515	1.3.1.-
9606.ENSP00000303522	2KS9
9606.ENSP00000303525	1.-.-.-
9606.ENSP00000303532	100289462
9606.ENSP00000303533	A0A0A0MRG3
9606.ENSP00000303540	6323
9606.ENSP00000303549	27197
9606.ENSP00000303550	54360
9606.ENSP00000303570	57037
9606.ENSP00000303575	1Q33
9606.ENSP00000303580	28511
9606.ENSP00000303584	2.1.1.-
9606.ENSP00000303599	159119
9606.ENSP00000303634	3A7Q
9606.ENSP00000303686	23620
9606.ENSP00000303696	126295
9606.ENSP00000303706	1C25
9606.ENSP00000303709	1XR9
9606.ENSP00000303754	40 kDa peptidyl-prolyl cis-trans isomerase
9606.ENSP00000303758	7798
9606.ENSP00000303766	2P3W
9606.ENSP00000303769	80709
9606.ENSP00000303775	10887
9606.ENSP00000303777	56156
9606.ENSP00000303822	390882
9606.ENSP00000303830	1GAG
9606.ENSP00000303864	120586
9606.ENSP00000303887	166614
9606.ENSP00000303908	11344
9606.ENSP00000303909	29
9606.ENSP00000303915	93134
9606.ENSP00000303920	51237
9606.ENSP00000303928	9778
9606.ENSP00000303942	2815
9606.ENSP00000303963	3.4.21.1
9606.ENSP00000303978	93426
9606.ENSP00000303987	79064
9606.ENSP00000303992	79188
9606.ENSP00000303997	54676
9606.ENSP00000304004	1VTN
9606.ENSP00000304032	2R55
9606.ENSP00000304051	11236
9606.ENSP00000304071	202865
9606.ENSP00000304077	81127
9606.ENSP00000304078	222584
9606.ENSP00000304102	10980
9606.ENSP00000304108	165215
9606.ENSP00000304127	170850
9606.ENSP00000304133	7857
9606.ENSP00000304139	27288
9606.ENSP00000304147	150678
9606.ENSP00000304188	219417
9606.ENSP00000304192	22990
9606.ENSP00000304226	10114
9606.ENSP00000304229	1AV5
9606.ENSP00000304234	56139
9606.ENSP00000304235	392390
9606.ENSP00000304250	8941
9606.ENSP00000304268	7581
9606.ENSP00000304277	4071
9606.ENSP00000304283	2C2H
9606.ENSP00000304286	2299
9606.ENSP00000304290	1140
9606.ENSP00000304292	4B93
9606.ENSP00000304327	55352
9606.ENSP00000304331	219409
9606.ENSP00000304336	260434
9606.ENSP00000304353	10248
9606.ENSP00000304355	90693
9606.ENSP00000304360	114826
9606.ENSP00000304364	29071
9606.ENSP00000304376	53917
9606.ENSP00000304408	1281
9606.ENSP00000304410	388969
9606.ENSP00000304419	81697
9606.ENSP00000304422	79412
9606.ENSP00000304429	3IQ2
9606.ENSP00000304435	9413
9606.ENSP00000304437	85442
9606.ENSP00000304440	2.4.1.212
9606.ENSP00000304467	1S4B
9606.ENSP00000304501	136
9606.ENSP00000304502	10736
9606.ENSP00000304553	136647
9606.ENSP00000304586	124401
9606.ENSP00000304592	1.1.1.100
9606.ENSP00000304593	10467
9606.ENSP00000304604	260425
9606.ENSP00000304642	54463
9606.ENSP00000304643	163688
9606.ENSP00000304669	1495
9606.ENSP00000304670	2.3.2.27
9606.ENSP00000304676	84913
9606.ENSP00000304689	2LAU
9606.ENSP00000304713	DC25
9606.ENSP00000304762	3.2.1.17
9606.ENSP00000304767	1Y36
9606.ENSP00000304769	168544
9606.ENSP00000304782	23491
9606.ENSP00000304783	375611
9606.ENSP00000304802	1841
9606.ENSP00000304811	2.4.1.17
9606.ENSP00000304822	1448
9606.ENSP00000304845	2.4.1.17
9606.ENSP00000304854	134492
9606.ENSP00000304891	90423
9606.ENSP00000304895	1IRS
9606.ENSP00000304903	10421
9606.ENSP00000304908	84203
9606.ENSP00000304915	1GA3
9606.ENSP00000304923	123355
9606.ENSP00000304926	C8orf22
9606.ENSP00000304930	25928
9606.ENSP00000304941	79867
9606.ENSP00000304945	54538
9606.ENSP00000304956	4330
9606.ENSP00000304987	49 kDa cytoskeletal protein
9606.ENSP00000305005	440533
9606.ENSP00000305055	26248
9606.ENSP00000305069	201931
9606.ENSP00000305071	3UXG
9606.ENSP00000305077	90594
9606.ENSP00000305096	150248
9606.ENSP00000305107	155038
9606.ENSP00000305133	9655
9606.ENSP00000305138	84331
9606.ENSP00000305151	114825
9606.ENSP00000305161	2.3.2.27
9606.ENSP00000305193	64342
9606.ENSP00000305204	150468
9606.ENSP00000305221	2.4.1.17
9606.ENSP00000305230	1E8O
9606.ENSP00000305244	79192
9606.ENSP00000305255	9482
9606.ENSP00000305260	2783
9606.ENSP00000305263	162605
9606.ENSP00000305288	57555
9606.ENSP00000305302	340024
9606.ENSP00000305334	56884
9606.ENSP00000305343	8403
9606.ENSP00000305372	B2AR
9606.ENSP00000305373	126070
9606.ENSP00000305403	390154
9606.ENSP00000305416	1901
9606.ENSP00000305422	1051
9606.ENSP00000305424	4992
9606.ENSP00000305426	1S31
9606.ENSP00000305442	91949
9606.ENSP00000305449	26505
9606.ENSP00000305465	204474
9606.ENSP00000305469	219958
9606.ENSP00000305480	1U7B
9606.ENSP00000305494	79029
9606.ENSP00000305529	2JJW
9606.ENSP00000305533	2.7.7.-
9606.ENSP00000305556	1WVN
9606.ENSP00000305595	10678
9606.ENSP00000305596	Q8TC64
9606.ENSP00000305603	2.4.1.65
9606.ENSP00000305613	10815
9606.ENSP00000305631	115861
9606.ENSP00000305632	9455
9606.ENSP00000305647	10791
9606.ENSP00000305651	10 kDa interferon gamma-induced protein
9606.ENSP00000305653	3954
9606.ENSP00000305654	51030
9606.ENSP00000305675	8436
9606.ENSP00000305682	39S ribosomal protein L39, mitochondrial
9606.ENSP00000305687	A8MYX8
9606.ENSP00000305692	2548
9606.ENSP00000305696	Q8N0V3
9606.ENSP00000305699	5J8E
9606.ENSP00000305702	146212
9606.ENSP00000305714	3.4.24.19
9606.ENSP00000305721	25998
9606.ENSP00000305725	2.8.2.5
9606.ENSP00000305731	1469
9606.ENSP00000305742	2.1.1.6
9606.ENSP00000305766	259249
9606.ENSP00000305769	1KHU
9606.ENSP00000305790	23450
9606.ENSP00000305810	53407
9606.ENSP00000305839	114787
9606.ENSP00000305847	A0A140VJN7
9606.ENSP00000305852	7104
9606.ENSP00000305875	149840
9606.ENSP00000305877	10316
9606.ENSP00000305892	29100
9606.ENSP00000305899	2.1.1.361
9606.ENSP00000305906	8433
9606.ENSP00000305918	2E7N
9606.ENSP00000305919	203100
9606.ENSP00000305924	57718
9606.ENSP00000305926	161725
9606.ENSP00000305941	7399
9606.ENSP00000305970	Q8NGN0
9606.ENSP00000305974	6579
9606.ENSP00000305975	81851
9606.ENSP00000305976	2.7.11.1
9606.ENSP00000305988	1KJC
9606.ENSP00000305995	2.7.2.3
9606.ENSP00000306003	521
9606.ENSP00000306010	1Z6X
9606.ENSP00000306015	171024
9606.ENSP00000306070	11162
9606.ENSP00000306080	16S rRNA [Gm1370] 2'-O-methyltransferase
9606.ENSP00000306095	26538
9606.ENSP00000306099	1FZA
9606.ENSP00000306100	1.14.17.3
9606.ENSP00000306105	84902
9606.ENSP00000306117	3.6.4.13
9606.ENSP00000306123	26015
9606.ENSP00000306124	2.7.11.13
9606.ENSP00000306129	1816
9606.ENSP00000306138	2915
9606.ENSP00000306157	3575
9606.ENSP00000306163	26287
9606.ENSP00000306185	118429
9606.ENSP00000306220	93380
9606.ENSP00000306245	1A02
9606.ENSP00000306253	3708
9606.ENSP00000306261	196374
9606.ENSP00000306275	3777
9606.ENSP00000306285	7164
9606.ENSP00000306320	6GWJ
9606.ENSP00000306324	170394
9606.ENSP00000306328	84275
9606.ENSP00000306330	14-3-3 protein gamma
9606.ENSP00000306335	5990
9606.ENSP00000306340	2.7.11.22
9606.ENSP00000306344	65084
9606.ENSP00000306362	1H7C
9606.ENSP00000306372	7551
9606.ENSP00000306390	3.4.21.-
9606.ENSP00000306396	149603
9606.ENSP00000306397	5XTE
9606.ENSP00000306410	55130
9606.ENSP00000306425	2LQT
9606.ENSP00000306449	2861
9606.ENSP00000306459	2.4.1.-
9606.ENSP00000306461	14.9 kDa pancornulin
9606.ENSP00000306473	79801
9606.ENSP00000306490	1128
9606.ENSP00000306496	83452
9606.ENSP00000306497	3761
9606.ENSP00000306512	(Ala-IL-8)77
9606.ENSP00000306522	23261
9606.ENSP00000306523	84684
9606.ENSP00000306528	3.4.19.12
9606.ENSP00000306548	28998
9606.ENSP00000306549	HSFY1
9606.ENSP00000306561	1EBM
9606.ENSP00000306564	131616
9606.ENSP00000306565	1WLJ
9606.ENSP00000306606	1.1.1.105
9606.ENSP00000306614	10465
9606.ENSP00000306625	5IFS
9606.ENSP00000306627	285335
9606.ENSP00000306637	727851
9606.ENSP00000306662	147
9606.ENSP00000306670	3KVH
9606.ENSP00000306678	2.7.11.1
9606.ENSP00000306682	3.1.3.16
9606.ENSP00000306752	552900
9606.ENSP00000306754	4761
9606.ENSP00000306756	NP_775819.1
9606.ENSP00000306760	201255
9606.ENSP00000306772	9079
9606.ENSP00000306776	256309
9606.ENSP00000306788	23204
9606.ENSP00000306817	2.7.1.15
9606.ENSP00000306822	57099
9606.ENSP00000306844	54910
9606.ENSP00000306864	114990
9606.ENSP00000306866	11337
9606.ENSP00000306881	10484
9606.ENSP00000306884	1RJT
9606.ENSP00000306887	84233
9606.ENSP00000306888	338094
9606.ENSP00000306894	2119
9606.ENSP00000306900	1LG4
9606.ENSP00000306902	39S ribosomal protein L4, mitochondrial
9606.ENSP00000306906	2.3.2.27
9606.ENSP00000306918	56098
9606.ENSP00000306920	2720
9606.ENSP00000306968	83879
9606.ENSP00000306974	138883
9606.ENSP00000306983	55689
9606.ENSP00000306991	2.4.1.212
9606.ENSP00000306997	51778
9606.ENSP00000306999	157570
9606.ENSP00000307004	200558
9606.ENSP00000307006	153572
9606.ENSP00000307014	319101
9606.ENSP00000307023	1PO4
9606.ENSP00000307041	646
9606.ENSP00000307046	6383
9606.ENSP00000307078	1BG2
9606.ENSP00000307093	4135
9606.ENSP00000307126	1.14.18.5
9606.ENSP00000307129	203076
9606.ENSP00000307132	1473
9606.ENSP00000307134	1501
9606.ENSP00000307142	200523
9606.ENSP00000307143	29980
9606.ENSP00000307155	J3KQ82
9606.ENSP00000307156	3913
9606.ENSP00000307159	219858
9606.ENSP00000307164	160065
9606.ENSP00000307181	5E8J
9606.ENSP00000307183	3622
9606.ENSP00000307188	1AOS
9606.ENSP00000307197	150353
9606.ENSP00000307199	1W09
9606.ENSP00000307208	2186
9606.ENSP00000307214	2.1.1.290
9606.ENSP00000307234	29930
9606.ENSP00000307235	2.7.11.1
9606.ENSP00000307240	121391
9606.ENSP00000307241	1.2.4.1
9606.ENSP00000307254	28971
9606.ENSP00000307259	1T78
9606.ENSP00000307260	26608
9606.ENSP00000307264	53838
9606.ENSP00000307265	2.3.2.27
9606.ENSP00000307272	57521
9606.ENSP00000307275	10067
9606.ENSP00000307280	4632
9606.ENSP00000307288	3.6.4.12
9606.ENSP00000307292	112464
9606.ENSP00000307297	113189
9606.ENSP00000307298	10116
9606.ENSP00000307305	RTP801
9606.ENSP00000307321	3226
9606.ENSP00000307342	348980
9606.ENSP00000307369	126669
9606.ENSP00000307411	5DAG
9606.ENSP00000307423	2.4.1.143
9606.ENSP00000307443	387601
9606.ENSP00000307449	54550
9606.ENSP00000307461	23251
9606.ENSP00000307479	9915
9606.ENSP00000307491	57599
9606.ENSP00000307508	29 kDa calbindin
9606.ENSP00000307513	5AO5
9606.ENSP00000307515	283189
9606.ENSP00000307519	28983
9606.ENSP00000307540	1470
9606.ENSP00000307549	4884
9606.ENSP00000307567	4R3Z
9606.ENSP00000307598	441639
9606.ENSP00000307604	9925
9606.ENSP00000307634	116987
9606.ENSP00000307636	118812
9606.ENSP00000307640	143941
9606.ENSP00000307666	55610
9606.ENSP00000307674	124583
9606.ENSP00000307684	10474
9606.ENSP00000307697	A6NF16
9606.ENSP00000307701	D6R9N6
9606.ENSP00000307705	3008
9606.ENSP00000307722	51617
9606.ENSP00000307726	4993
9606.ENSP00000307734	219952
9606.ENSP00000307741	152189
9606.ENSP00000307746	57507
9606.ENSP00000307766	3354
9606.ENSP00000307774	8187
9606.ENSP00000307786	1J3S
9606.ENSP00000307801	131368
9606.ENSP00000307822	10886
9606.ENSP00000307831	165082
9606.ENSP00000307833	Q8IXW3
9606.ENSP00000307850	10589
9606.ENSP00000307853	2MC3
9606.ENSP00000307854	55251
9606.ENSP00000307858	57659
9606.ENSP00000307860	DIRC1
9606.ENSP00000307863	11338
9606.ENSP00000307889	4UG0
9606.ENSP00000307900	2.3.1.225
9606.ENSP00000307911	2.8.2.-
9606.ENSP00000307939	185 kDa Golgi coiled-coil protein
9606.ENSP00000307940	1938
9606.ENSP00000307951	HIG1 domain family member 2B pseudogene
9606.ENSP00000307954	345757
9606.ENSP00000307958	132141
9606.ENSP00000307959	230 kDa bullous pemphigoid antigen
9606.ENSP00000307971	2.4.1.222
9606.ENSP00000307975	2.1.1.-
9606.ENSP00000308000	2.7.7.19
9606.ENSP00000308012	140886
9606.ENSP00000308022	93624
9606.ENSP00000308024	3.4.21.93
9606.ENSP00000308032	1.14.14.-
9606.ENSP00000308082	121130
9606.ENSP00000308117	57124
9606.ENSP00000308122	50617
9606.ENSP00000308149	155185
9606.ENSP00000308179	10885
9606.ENSP00000308193	3P56
9606.ENSP00000308208	1BQQ
9606.ENSP00000308219	285704
9606.ENSP00000308236	150684
9606.ENSP00000308258	2.7.8.29
9606.ENSP00000308275	39S ribosomal protein L38, mitochondrial
9606.ENSP00000308279	138724
9606.ENSP00000308292	170370
9606.ENSP00000308318	2EEF
9606.ENSP00000308332	84294
9606.ENSP00000308339	89866
9606.ENSP00000308351	197259
9606.ENSP00000308354	220359
9606.ENSP00000308361	2B6V
9606.ENSP00000308369	23592
9606.ENSP00000308405	3WAA
9606.ENSP00000308413	2.7.11.1
9606.ENSP00000308430	3NER
9606.ENSP00000308452	3872
9606.ENSP00000308461	27289
9606.ENSP00000308472	4E-BP3
9606.ENSP00000308479	29909
9606.ENSP00000308496	285598
9606.ENSP00000308533	2LEH
9606.ENSP00000308535	127845
9606.ENSP00000308541	1A2C
9606.ENSP00000308546	2.1.1.-
9606.ENSP00000308548	1X4S
9606.ENSP00000308576	29984
9606.ENSP00000308578	170959
9606.ENSP00000308583	100526739
9606.ENSP00000308591	2.8.2.-
9606.ENSP00000308597	9940
9606.ENSP00000308606	155465
9606.ENSP00000308610	1.1.5.3
9606.ENSP00000308622	2733
9606.ENSP00000308689	121275
9606.ENSP00000308695	2.4.1.-
9606.ENSP00000308716	3626
9606.ENSP00000308717	Q4U2Q4
9606.ENSP00000308720	1FXY
9606.ENSP00000308725	2562
9606.ENSP00000308727	26032
9606.ENSP00000308733	134391
9606.ENSP00000308750	2D9U
9606.ENSP00000308753	29766
9606.ENSP00000308759	1WJP
9606.ENSP00000308764	143502
9606.ENSP00000308770	2.8.2.-
9606.ENSP00000308772	257629
9606.ENSP00000308782	2GI7
9606.ENSP00000308815	2MP1
9606.ENSP00000308820	79608
9606.ENSP00000308873	91409
9606.ENSP00000308893	25992
9606.ENSP00000308895	6573
9606.ENSP00000308897	39S ribosomal protein L11, mitochondrial
9606.ENSP00000308908	344561
9606.ENSP00000308921	170261
9606.ENSP00000308925	2J67
9606.ENSP00000308926	3.1.3.16
9606.ENSP00000308937	5376
9606.ENSP00000308938	1B2I
9606.ENSP00000308944	2.3.2.27
9606.ENSP00000308970	NP_008836.2
9606.ENSP00000308976	402117
9606.ENSP00000309007	152815
9606.ENSP00000309031	3.4.19.12
9606.ENSP00000309036	26262
9606.ENSP00000309052	117144
9606.ENSP00000309087	153770
9606.ENSP00000309092	2.7.7.13
9606.ENSP00000309096	11041
9606.ENSP00000309116	1ZC0
9606.ENSP00000309124	1YPO
9606.ENSP00000309126	2.1.1.-
9606.ENSP00000309132	79370
9606.ENSP00000309141	115123
9606.ENSP00000309142	2',5'-phosphodiesterase 12
9606.ENSP00000309161	57573
9606.ENSP00000309163	3.4.22.-
9606.ENSP00000309186	2.3.2.27
9606.ENSP00000309189	220082
9606.ENSP00000309198	2.3.2.26
9606.ENSP00000309233	22932
9606.ENSP00000309245	A0A075B6E9
9606.ENSP00000309262	3.4.19.12
9606.ENSP00000309270	2.8.2.21
9606.ENSP00000309285	257236
9606.ENSP00000309330	340252
9606.ENSP00000309334	4UG0
9606.ENSP00000309336	3222
9606.ENSP00000309338	23529
9606.ENSP00000309376	8763
9606.ENSP00000309402	133022
9606.ENSP00000309415	1212
9606.ENSP00000309429	2.3.1.225
9606.ENSP00000309430	94005
9606.ENSP00000309432	162427
9606.ENSP00000309439	3219
9606.ENSP00000309457	27072
9606.ENSP00000309463	2.3.1.181
9606.ENSP00000309474	26S proteasome non-ATPase regulatory subunit 1
9606.ENSP00000309477	2B3X
9606.ENSP00000309493	222545
9606.ENSP00000309501	57495
9606.ENSP00000309504	115111
9606.ENSP00000309515	1.-.-.-
9606.ENSP00000309521	54923
9606.ENSP00000309524	1444
9606.ENSP00000309538	92196
9606.ENSP00000309542	3.4.23.1
9606.ENSP00000309548	3.1.3.43
9606.ENSP00000309555	3054
9606.ENSP00000309565	5XTE
9606.ENSP00000309570	C9JF04
9606.ENSP00000309572	2.7.7.49
9606.ENSP00000309591	2.7.11.11
9606.ENSP00000309595	3.6.4.12
9606.ENSP00000309597	2.7.11.25
9606.ENSP00000309606	79797
9606.ENSP00000309610	2.1.1.-
9606.ENSP00000309640	152002
9606.ENSP00000309644	91272
9606.ENSP00000309653	148979
9606.ENSP00000309673	120787
9606.ENSP00000309689	4034
9606.ENSP00000309714	285590
9606.ENSP00000309741	353189
9606.ENSP00000309749	200316
9606.ENSP00000309751	201232
9606.ENSP00000309767	171389
9606.ENSP00000309772	79974
9606.ENSP00000309790	1WGX
9606.ENSP00000309792	56063
9606.ENSP00000309794	125058
9606.ENSP00000309830	6EK0
9606.ENSP00000309836	152206
9606.ENSP00000309899	26502
9606.ENSP00000309913	2X6U
9606.ENSP00000309945	83985
9606.ENSP00000309953	2KL7
9606.ENSP00000309968	1BKC
9606.ENSP00000310003	254263
9606.ENSP00000310006	2V0V
9606.ENSP00000310008	126074
9606.ENSP00000310015	23536
9606.ENSP00000310036	947
9606.ENSP00000310042	90441
9606.ENSP00000310057	152877
9606.ENSP00000310094	2.7.11.1
9606.ENSP00000310110	55026
9606.ENSP00000310117	PPP1R14B
9606.ENSP00000310120	144245
9606.ENSP00000310129	26S proteasome non-ATPase regulatory subunit 2
9606.ENSP00000310149	1.14.14.-
9606.ENSP00000310170	8061
9606.ENSP00000310182	132720
9606.ENSP00000310205	56675
9606.ENSP00000310208	8884
9606.ENSP00000310216	8302
9606.ENSP00000310219	3310
9606.ENSP00000310226	3JZA
9606.ENSP00000310241	9390
9606.ENSP00000310244	10125
9606.ENSP00000310255	390212
9606.ENSP00000310260	26512
9606.ENSP00000310263	8793
9606.ENSP00000310301	6670
9606.ENSP00000310303	375337
9606.ENSP00000310305	1Z8E
9606.ENSP00000310332	200933
9606.ENSP00000310335	387849
9606.ENSP00000310338	55196
9606.ENSP00000310356	116028
9606.ENSP00000310375	23209
9606.ENSP00000310405	2829
9606.ENSP00000310406	9610
9606.ENSP00000310431	79748
9606.ENSP00000310447	27165
9606.ENSP00000310448	4PYU
9606.ENSP00000310459	56672
9606.ENSP00000310472	57547
9606.ENSP00000310490	162515
9606.ENSP00000310491	1AM4
9606.ENSP00000310515	2AWR
9606.ENSP00000310520	1Z00
9606.ENSP00000310521	26984
9606.ENSP00000310547	2.7.11.-
9606.ENSP00000310551	1-AGP acyltransferase 8
9606.ENSP00000310557	10008
9606.ENSP00000310561	3IUG
9606.ENSP00000310565	5.1.-.-
9606.ENSP00000310572	26S proteasome AAA-ATPase subunit RPT6
9606.ENSP00000310573	147183
9606.ENSP00000310585	126006
9606.ENSP00000310593	79884
9606.ENSP00000310594	408263
9606.ENSP00000310596	27257
9606.ENSP00000310620	254122
9606.ENSP00000310622	3.5.4.-
9606.ENSP00000310623	23479
9606.ENSP00000310631	116512
9606.ENSP00000310632	341568
9606.ENSP00000310649	K7EN26
9606.ENSP00000310657	2.8.2.-
9606.ENSP00000310658	57758
9606.ENSP00000310661	1LXW
9606.ENSP00000310668	5IJN
9606.ENSP00000310670	57805
9606.ENSP00000310688	225
9606.ENSP00000310696	2.4.1.-
9606.ENSP00000310721	1.14.14.26
9606.ENSP00000310722	2.7.11.1
9606.ENSP00000310723	100 kDa U5 snRNP-specific protein
9606.ENSP00000310726	3J7Y
9606.ENSP00000310773	26737
9606.ENSP00000310788	282775
9606.ENSP00000310796	2D8R
9606.ENSP00000310801	198437
9606.ENSP00000310803	84826
9606.ENSP00000310829	118491
9606.ENSP00000310832	1D5U
9606.ENSP00000310841	5VZT
9606.ENSP00000310842	55215
9606.ENSP00000310856	317703
9606.ENSP00000310861	3849
9606.ENSP00000310873	2.5.1.39
9606.ENSP00000310880	4118
9606.ENSP00000310901	1466
9606.ENSP00000310928	1GWX
9606.ENSP00000310933	A0A0U1RR25
9606.ENSP00000310978	4.2.3.134
9606.ENSP00000310998	3.1.4.45
9606.ENSP00000311005	2.7.11.24
9606.ENSP00000311010	1WWX
9606.ENSP00000311030	94160
9606.ENSP00000311032	1CP3
9606.ENSP00000311035	131450
9606.ENSP00000311038	390261
9606.ENSP00000311083	1163
9606.ENSP00000311095	1.14.14.1
9606.ENSP00000311121	143471
9606.ENSP00000311122	339456
9606.ENSP00000311127	2C7W
9606.ENSP00000311135	3.6.4.13
9606.ENSP00000311165	1FQY
9606.ENSP00000311183	162968
9606.ENSP00000311184	124857
9606.ENSP00000311196	266743
9606.ENSP00000311218	200159
9606.ENSP00000311219	286827
9606.ENSP00000311221	64393
9606.ENSP00000311224	3.1.2.-
9606.ENSP00000311257	56977
9606.ENSP00000311273	56171
9606.ENSP00000311280	2000
9606.ENSP00000311290	5626
9606.ENSP00000311291	3MRR
9606.ENSP00000311300	1521
9606.ENSP00000311313	1474
9606.ENSP00000311318	3.4.22.-
9606.ENSP00000311319	147687
9606.ENSP00000311336	148229
9606.ENSP00000311343	A0A3B3IS43
9606.ENSP00000311344	2AAB_HUMAN
9606.ENSP00000311360	3.1.11.2
9606.ENSP00000311364	118430
9606.ENSP00000311368	57804
9606.ENSP00000311398	122665
9606.ENSP00000311399	10311
9606.ENSP00000311401	201627
9606.ENSP00000311405	112
9606.ENSP00000311427	257364
9606.ENSP00000311429	3IF8
9606.ENSP00000311430	4UG0
9606.ENSP00000311436	137735
9606.ENSP00000311447	1.14.11.-
9606.ENSP00000311449	1YZQ
9606.ENSP00000311469	1GTU
9606.ENSP00000311477	282770
9606.ENSP00000311479	254439
9606.ENSP00000311486	144577
9606.ENSP00000311492	91464
9606.ENSP00000311500	653784
9606.ENSP00000311502	3U7D
9606.ENSP00000311505	9657
9606.ENSP00000311513	51773
9606.ENSP00000311521	57474
9606.ENSP00000311528	27239
9606.ENSP00000311538	1XEH
9606.ENSP00000311545	2015
9606.ENSP00000311579	2.4.2.-
9606.ENSP00000311605	119765
9606.ENSP00000311609	2V24
9606.ENSP00000311648	2.4.1.47
9606.ENSP00000311657	196996
9606.ENSP00000311677	3.1.4.-
9606.ENSP00000311679	158399
9606.ENSP00000311684	10290
9606.ENSP00000311687	348938
9606.ENSP00000311695	11007
9606.ENSP00000311697	2250
9606.ENSP00000311712	132112
9606.ENSP00000311713	2.7.11.1
9606.ENSP00000311746	3.4.21.-
9606.ENSP00000311747	100526737
9606.ENSP00000311760	148014
9606.ENSP00000311778	83637
9606.ENSP00000311816	2CZY
9606.ENSP00000311825	1488
9606.ENSP00000311827	2.3.2.-
9606.ENSP00000311833	219855
9606.ENSP00000311837	54221
9606.ENSP00000311857	1L8K
9606.ENSP00000311862	341116
9606.ENSP00000311899	164781
9606.ENSP00000311905	8425
9606.ENSP00000311957	A8K4N7
9606.ENSP00000311962	1MHQ
9606.ENSP00000311977	1.3.1.-
9606.ENSP00000311984	4.2.1.93
9606.ENSP00000311997	200 kDa neurofilament protein
9606.ENSP00000312002	5DZL
9606.ENSP00000312017	79850
9606.ENSP00000312021	2.4.1.344
9606.ENSP00000312027	924
9606.ENSP00000312066	4P3E
9606.ENSP00000312070	5098
9606.ENSP00000312081	3.1.3.16
9606.ENSP00000312082	3W3G
9606.ENSP00000312107	165324
9606.ENSP00000312126	196883
9606.ENSP00000312129	93107
9606.ENSP00000312134	1H8U
9606.ENSP00000312143	64759
9606.ENSP00000312150	10221
9606.ENSP00000312158	11120
9606.ENSP00000312185	2RQR
9606.ENSP00000312222	23051
9606.ENSP00000312224	112487
9606.ENSP00000312244	10943
9606.ENSP00000312250	2.7.1.147
9606.ENSP00000312262	156
9606.ENSP00000312272	388403
9606.ENSP00000312273	163175
9606.ENSP00000312284	246777
9606.ENSP00000312286	1YSK
9606.ENSP00000312293	4336
9606.ENSP00000312299	100288801
9606.ENSP00000312304	2.1.1.67
9606.ENSP00000312311	26589
9606.ENSP00000312318	10534
9606.ENSP00000312326	1.4.3.21
9606.ENSP00000312356	2.1.1.-
9606.ENSP00000312367	2PKD
9606.ENSP00000312368	169166
9606.ENSP00000312379	2LV9
9606.ENSP00000312385	344191
9606.ENSP00000312397	26249
9606.ENSP00000312399	160762
9606.ENSP00000312403	134083
9606.ENSP00000312411	22843
9606.ENSP00000312415	6758
9606.ENSP00000312439	2.3.2.27
9606.ENSP00000312442	2YMT
9606.ENSP00000312455	2N5R
9606.ENSP00000312457	BAALC
9606.ENSP00000312458	64801
9606.ENSP00000312506	1464
9606.ENSP00000312535	A0A024R5I6
9606.ENSP00000312554	201625
9606.ENSP00000312587	93058
9606.ENSP00000312599	54968
9606.ENSP00000312615	80194
9606.ENSP00000312617	1N1J
9606.ENSP00000312618	1.3.8.-
9606.ENSP00000312624	1YA5
9606.ENSP00000312631	2LV2
9606.ENSP00000312634	2PA1
9606.ENSP00000312649	133522
9606.ENSP00000312652	3952
9606.ENSP00000312663	4D01
9606.ENSP00000312664	1PYO
9606.ENSP00000312671	254102
9606.ENSP00000312672	219902
9606.ENSP00000312673	1A22
9606.ENSP00000312675	3KB5
9606.ENSP00000312700	2.4.1.-
9606.ENSP00000312702	245928
9606.ENSP00000312706	85478
9606.ENSP00000312709	4RGW
9606.ENSP00000312734	51762
9606.ENSP00000312741	10645
9606.ENSP00000312753	150368
9606.ENSP00000312767	100653515
9606.ENSP00000312770	205327
9606.ENSP00000312774	171169
9606.ENSP00000312778	57560
9606.ENSP00000312811	4BW5
9606.ENSP00000312814	23510
9606.ENSP00000312834	22877
9606.ENSP00000312942	124925
9606.ENSP00000312946	23166
9606.ENSP00000312981	10713
9606.ENSP00000312987	1PZL
9606.ENSP00000312988	4793
9606.ENSP00000312995	63967
9606.ENSP00000312999	2771
9606.ENSP00000313007	1CVJ
9606.ENSP00000313034	54461
9606.ENSP00000313050	2631
9606.ENSP00000313079	387914
9606.ENSP00000313088	81832
9606.ENSP00000313110	341799
9606.ENSP00000313121	4BGJ
9606.ENSP00000313140	3'-5' exoribonuclease EXD2
9606.ENSP00000313158	167465
9606.ENSP00000313159	55030
9606.ENSP00000313169	1S1N
9606.ENSP00000313171	79915
9606.ENSP00000313172	11149
9606.ENSP00000313199	1HD0
9606.ENSP00000313226	404217
9606.ENSP00000313243	124535
9606.ENSP00000313309	80199
9606.ENSP00000313318	55343
9606.ENSP00000313324	401097
9606.ENSP00000313350	246243
9606.ENSP00000313377	2.7.1.33
9606.ENSP00000313384	8387
9606.ENSP00000313391	1601
9606.ENSP00000313419	6AL5
9606.ENSP00000313420	2.7.11.1
9606.ENSP00000313422	51329
9606.ENSP00000313423	64096
9606.ENSP00000313432	1.1.1.79
