string_protein_id	uniprotkb
10090.ENSMUSP00000030134	19359
10090.ENSMUSP00000030136	11832
10090.ENSMUSP00000030138	230082
10090.ENSMUSP00000030140	230233
10090.ENSMUSP00000030142	54357
10090.ENSMUSP00000030143	68926
10090.ENSMUSP00000030145	68970
10090.ENSMUSP00000030152	1110017D15Rik
10090.ENSMUSP00000030154	3.6.1.17
10090.ENSMUSP00000030158	53598
10090.ENSMUSP00000030163	1700022I11Rik
10090.ENSMUSP00000030164	15S Mg(2+)-ATPase p97 subunit
10090.ENSMUSP00000030165	60534
10090.ENSMUSP00000030169	66592
10090.ENSMUSP00000030170	382018
10090.ENSMUSP00000030179	12517
10090.ENSMUSP00000030180	54390
10090.ENSMUSP00000030181	622404
10090.ENSMUSP00000030183	4.2.1.1
10090.ENSMUSP00000030187	1SJ7
10090.ENSMUSP00000030189	2.4.1.-
10090.ENSMUSP00000030191	230103
10090.ENSMUSP00000030192	3.-.-.-
10090.ENSMUSP00000030198	53614
10090.ENSMUSP00000030201	2.7.1.60
10090.ENSMUSP00000030202	384009
10090.ENSMUSP00000030206	77634
10090.ENSMUSP00000030207	101739
10090.ENSMUSP00000030212	1ZWW
10090.ENSMUSP00000030216	75811
10090.ENSMUSP00000030221	3-hydroxyacyl-CoA dehydratase 4
10090.ENSMUSP00000030243	108079
10090.ENSMUSP00000030245	70941
10090.ENSMUSP00000030254	230514
10090.ENSMUSP00000030257	320508
10090.ENSMUSP00000030261	66451
10090.ENSMUSP00000030263	2.4.99.6
10090.ENSMUSP00000030265	2.5.1.108
10090.ENSMUSP00000030266	2.4.1.-
10090.ENSMUSP00000030269	14664
10090.ENSMUSP00000030274	67621
10090.ENSMUSP00000030279	242557
10090.ENSMUSP00000030280	30924
10090.ENSMUSP00000030284	29864
10090.ENSMUSP00000030285	108802
10090.ENSMUSP00000030286	A0A0U1RNK7
10090.ENSMUSP00000030289	230484
10090.ENSMUSP00000030296	1.8.4.2
10090.ENSMUSP00000030299	1.14.14.1
10090.ENSMUSP00000030303	1.14.14.1
10090.ENSMUSP00000030305	230459
10090.ENSMUSP00000030306	1WIX
10090.ENSMUSP00000030309	67753
10090.ENSMUSP00000030311	67694
10090.ENSMUSP00000030313	67770
10090.ENSMUSP00000030315	80912
10090.ENSMUSP00000030317	14726
10090.ENSMUSP00000030320	319965
10090.ENSMUSP00000030323	69364
10090.ENSMUSP00000030326	77632
10090.ENSMUSP00000030328	3.1.1.-
10090.ENSMUSP00000030332	1.11.1.9
10090.ENSMUSP00000030336	21938
10090.ENSMUSP00000030339	21941
10090.ENSMUSP00000030340	2.3.1.176
10090.ENSMUSP00000030345	12896
10090.ENSMUSP00000030348	17149
10090.ENSMUSP00000030360	77809
10090.ENSMUSP00000030361	56374
10090.ENSMUSP00000030365	39S ribosomal protein L37, mitochondrial
10090.ENSMUSP00000030367	72475
10090.ENSMUSP00000030372	CO9A2_MOUSE
10090.ENSMUSP00000030375	3.1.-.-
10090.ENSMUSP00000030376	60613
10090.ENSMUSP00000030381	51797
10090.ENSMUSP00000030384	13615
10090.ENSMUSP00000030385	106564
10090.ENSMUSP00000030398	20525
10090.ENSMUSP00000030399	54170
10090.ENSMUSP00000030400	56309
10090.ENSMUSP00000030404	5.2.1.8
10090.ENSMUSP00000030407	16918
10090.ENSMUSP00000030408	76574
10090.ENSMUSP00000030412	19063
10090.ENSMUSP00000030420	13842
10090.ENSMUSP00000030427	27224
10090.ENSMUSP00000030432	15356
10090.ENSMUSP00000030434	3.2.1.51
10090.ENSMUSP00000030436	52830
10090.ENSMUSP00000030439	2.3.2.27
10090.ENSMUSP00000030443	19207
10090.ENSMUSP00000030446	22275
10090.ENSMUSP00000030451	68276
10090.ENSMUSP00000030453	1.16.1.-
10090.ENSMUSP00000030455	1.1.1.19
10090.ENSMUSP00000030456	50927
10090.ENSMUSP00000030460	77110
10090.ENSMUSP00000030464	18710
10090.ENSMUSP00000030465	66805
10090.ENSMUSP00000030469	68075
10090.ENSMUSP00000030471	230654
10090.ENSMUSP00000030475	2.1.1.-
10090.ENSMUSP00000030477	100465
10090.ENSMUSP00000030486	666168
10090.ENSMUSP00000030487	13119
10090.ENSMUSP00000030489	21349
10090.ENSMUSP00000030490	20460
10090.ENSMUSP00000030491	D6RIL5
10090.ENSMUSP00000030501	69072
10090.ENSMUSP00000030508	18509
10090.ENSMUSP00000030510	83770
10090.ENSMUSP00000030518	12345
10090.ENSMUSP00000030526	26971
10090.ENSMUSP00000030528	18782
10090.ENSMUSP00000030531	26970
10090.ENSMUSP00000030533	75718
10090.ENSMUSP00000030535	NP_082452.1
10090.ENSMUSP00000030536	2.7.11.1
10090.ENSMUSP00000030538	13200
10090.ENSMUSP00000030539	16559
10090.ENSMUSP00000030551	Q6P1B0
10090.ENSMUSP00000030556	19248
10090.ENSMUSP00000030561	242851
10090.ENSMUSP00000030568	20348
10090.ENSMUSP00000030578	19244
10090.ENSMUSP00000030581	242669
10090.ENSMUSP00000030583	11637
10090.ENSMUSP00000030585	2.4.1.87
10090.ENSMUSP00000030586	66264
10090.ENSMUSP00000030588	2NA1
10090.ENSMUSP00000030606	53902
10090.ENSMUSP00000030610	73680
10090.ENSMUSP00000030614	635169
10090.ENSMUSP00000030622	68592
10090.ENSMUSP00000030623	71514
10090.ENSMUSP00000030626	71817
10090.ENSMUSP00000030627	19746
10090.ENSMUSP00000030628	66146
10090.ENSMUSP00000030636	16765
10090.ENSMUSP00000030637	26562
10090.ENSMUSP00000030642	26445
10090.ENSMUSP00000030643	2.4.1.224
10090.ENSMUSP00000030644	68040
10090.ENSMUSP00000030645	194231
10090.ENSMUSP00000030651	1J0F
10090.ENSMUSP00000030660	1WC8
10090.ENSMUSP00000030661	100210
10090.ENSMUSP00000030662	242691
10090.ENSMUSP00000030665	18221
10090.ENSMUSP00000030669	20544
10090.ENSMUSP00000030674	A2AE94
10090.ENSMUSP00000030675	MGI:1913657
10090.ENSMUSP00000030676	14807
10090.ENSMUSP00000030677	2.7.11.25
10090.ENSMUSP00000030684	230737
10090.ENSMUSP00000030687	192199
10090.ENSMUSP00000030691	26875
10090.ENSMUSP00000030693	14191
10090.ENSMUSP00000030696	230789
10090.ENSMUSP00000030698	100226
10090.ENSMUSP00000030702	100336
10090.ENSMUSP00000030709	100340
10090.ENSMUSP00000030714	1Q47
10090.ENSMUSP00000030723	17764
10090.ENSMUSP00000030724	1.11.1.15
10090.ENSMUSP00000030726	100088
10090.ENSMUSP00000030730	71787
10090.ENSMUSP00000030731	66464
10090.ENSMUSP00000030734	75062
10090.ENSMUSP00000030738	67205
10090.ENSMUSP00000030739	269587
10090.ENSMUSP00000030741	19273
10090.ENSMUSP00000030742	1.3.1.104
10090.ENSMUSP00000030747	12371
10090.ENSMUSP00000030757	213499
10090.ENSMUSP00000030760	66147
10090.ENSMUSP00000030763	18647
10090.ENSMUSP00000030765	18600
10090.ENSMUSP00000030769	19181
10090.ENSMUSP00000030771	22791
10090.ENSMUSP00000030773	57434
10090.ENSMUSP00000030775	3.6.4.12
10090.ENSMUSP00000030778	67909
10090.ENSMUSP00000030782	15206
10090.ENSMUSP00000030784	108099
10090.ENSMUSP00000030785	56226
10090.ENSMUSP00000030787	19744
10090.ENSMUSP00000030791	60 kDa BRG-1/Brm-associated factor subunit C
10090.ENSMUSP00000030792	110326
10090.ENSMUSP00000030795	27407
10090.ENSMUSP00000030797	22319
10090.ENSMUSP00000030800	2.7.11.8
10090.ENSMUSP00000030803	24111
10090.ENSMUSP00000030811	74155
10090.ENSMUSP00000030813	69928
10090.ENSMUSP00000030814	12568
10090.ENSMUSP00000030815	12854
10090.ENSMUSP00000030816	13347
10090.ENSMUSP00000030817	12353
10090.ENSMUSP00000030826	56485
10090.ENSMUSP00000030830	1.1.1.363
10090.ENSMUSP00000030834	1.14.13.39
10090.ENSMUSP00000030839	67087
10090.ENSMUSP00000030840	654812
10090.ENSMUSP00000030841	52323
10090.ENSMUSP00000030842	69151
10090.ENSMUSP00000030848	63954
10090.ENSMUSP00000030849	84652
10090.ENSMUSP00000030851	66169
10090.ENSMUSP00000030852	72772
10090.ENSMUSP00000030860	4FJO
10090.ENSMUSP00000030862	70433
10090.ENSMUSP00000030865	11610
10090.ENSMUSP00000030868	108151
10090.ENSMUSP00000030872	26429
10090.ENSMUSP00000030878	80979
10090.ENSMUSP00000030879	26372
10090.ENSMUSP00000030882	3.4.24.64
10090.ENSMUSP00000030884	170731
10090.ENSMUSP00000030886	Miip
10090.ENSMUSP00000030893	13368
10090.ENSMUSP00000030894	72946
10090.ENSMUSP00000030895	59002
10090.ENSMUSP00000030896	67808
10090.ENSMUSP00000030897	A0A0A0MQ83
10090.ENSMUSP00000030898	230972
10090.ENSMUSP00000030901	Q3U7B0
10090.ENSMUSP00000030902	2.1.1.-
10090.ENSMUSP00000030903	108888
10090.ENSMUSP00000030905	3.1.3.16
10090.ENSMUSP00000030914	67830
10090.ENSMUSP00000030915	76866
10090.ENSMUSP00000030917	B1AUF1
10090.ENSMUSP00000030922	18762
10090.ENSMUSP00000030925	14403
10090.ENSMUSP00000030935	1.11.1.20
10090.ENSMUSP00000030937	26561
10090.ENSMUSP00000030942	39S ribosomal protein L20, mitochondrial
10090.ENSMUSP00000030944	56036
10090.ENSMUSP00000030947	6JO7
10090.ENSMUSP00000030948	13542
10090.ENSMUSP00000030949	83771
10090.ENSMUSP00000030950	4KBR
10090.ENSMUSP00000030952	22163
10090.ENSMUSP00000030964	12494
10090.ENSMUSP00000030971	70693
10090.ENSMUSP00000030980	2.1.1.211
10090.ENSMUSP00000030984	71729
10090.ENSMUSP00000030985	3.4.21.-
10090.ENSMUSP00000030986	16976
10090.ENSMUSP00000030993	24116
10090.ENSMUSP00000031002	17160
10090.ENSMUSP00000031003	Ppp2r2c
10090.ENSMUSP00000031005	59056
10090.ENSMUSP00000031009	18196
10090.ENSMUSP00000031011	100972
10090.ENSMUSP00000031017	14284
10090.ENSMUSP00000031018	2.7.1.15
10090.ENSMUSP00000031020	4930548H24Rik
10090.ENSMUSP00000031024	39S ribosomal protein L33, mitochondrial
10090.ENSMUSP00000031029	266781
10090.ENSMUSP00000031032	14208
10090.ENSMUSP00000031037	22784
10090.ENSMUSP00000031038	68095
10090.ENSMUSP00000031040	231293
10090.ENSMUSP00000031045	75581
10090.ENSMUSP00000031051	68567
10090.ENSMUSP00000031053	16548
10090.ENSMUSP00000031055	100952
10090.ENSMUSP00000031058	100732
10090.ENSMUSP00000031061	13204
10090.ENSMUSP00000031069	2.9.1.2
10090.ENSMUSP00000031072	52206
10090.ENSMUSP00000031077	2.1.1.-
10090.ENSMUSP00000031078	1700001C02Rik
10090.ENSMUSP00000031080	68303
10090.ENSMUSP00000031081	2.7.1.67
10090.ENSMUSP00000031090	231238
10090.ENSMUSP00000031091	320661
10090.ENSMUSP00000031093	12425
10090.ENSMUSP00000031096	83379
10090.ENSMUSP00000031097	231151
10090.ENSMUSP00000031099	17713
10090.ENSMUSP00000031103	1.1.1.22
10090.ENSMUSP00000031106	74734
10090.ENSMUSP00000031108	231252
10090.ENSMUSP00000031109	2.1.1.-
10090.ENSMUSP00000031117	3.5.99.6
10090.ENSMUSP00000031119	14405
10090.ENSMUSP00000031121	14397
10090.ENSMUSP00000031122	14400
10090.ENSMUSP00000031124	EG545758
10090.ENSMUSP00000031127	231290
10090.ENSMUSP00000031131	22223
10090.ENSMUSP00000031143	1.3.1.22
10090.ENSMUSP00000031144	21982
10090.ENSMUSP00000031145	2DBC
10090.ENSMUSP00000031146	56183
10090.ENSMUSP00000031160	4.1.1.21
10090.ENSMUSP00000031161	71868
10090.ENSMUSP00000031167	2.7.7.6
10090.ENSMUSP00000031170	12617
10090.ENSMUSP00000031172	14715
10090.ENSMUSP00000031175	231382
10090.ENSMUSP00000031181	100727
10090.ENSMUSP00000031183	2.4.1.17
10090.ENSMUSP00000031186	2.4.1.17
10090.ENSMUSP00000031190	13486
10090.ENSMUSP00000031195	2.4.1.17
10090.ENSMUSP00000031198	67266
10090.ENSMUSP00000031201	1AQU
10090.ENSMUSP00000031211	20599
10090.ENSMUSP00000031215	114642
10090.ENSMUSP00000031222	13801
10090.ENSMUSP00000031224	21814
10090.ENSMUSP00000031227	54367
10090.ENSMUSP00000031235	76074
10090.ENSMUSP00000031238	236573
10090.ENSMUSP00000031239	27405
10090.ENSMUSP00000031246	15891
10090.ENSMUSP00000031249	13602
10090.ENSMUSP00000031250	3.6.1.13
10090.ENSMUSP00000031251	1.1.1.62
10090.ENSMUSP00000031254	246293
10090.ENSMUSP00000031256	A3KMF4
10090.ENSMUSP00000031262	2.5.1.39
10090.ENSMUSP00000031263	75750
10090.ENSMUSP00000031273	2.7.7.41
10090.ENSMUSP00000031276	320292
10090.ENSMUSP00000031280	14176
10090.ENSMUSP00000031281	71914
10090.ENSMUSP00000031286	12960
10090.ENSMUSP00000031287	2.8.2.20
10090.ENSMUSP00000031288	54723
10090.ENSMUSP00000031289	70118
10090.ENSMUSP00000031291	1.14.11.-
10090.ENSMUSP00000031304	57816
10090.ENSMUSP00000031309	59043
10090.ENSMUSP00000031311	13178
10090.ENSMUSP00000031314	11657
10090.ENSMUSP00000031317	73246
10090.ENSMUSP00000031318	20311
10090.ENSMUSP00000031319	57349
10090.ENSMUSP00000031320	56744
10090.ENSMUSP00000031322	20309
10090.ENSMUSP00000031324	13874
10090.ENSMUSP00000031325	11839
10090.ENSMUSP00000031326	330122
10090.ENSMUSP00000031327	14825
10090.ENSMUSP00000031330	2010109A12Rik
10090.ENSMUSP00000031331	12452
10090.ENSMUSP00000031333	209357
10090.ENSMUSP00000031334	209354
10090.ENSMUSP00000031341	13445
10090.ENSMUSP00000031345	2.3.2.27
10090.ENSMUSP00000031347	4KP3
10090.ENSMUSP00000031351	65105
10090.ENSMUSP00000031354	56325
10090.ENSMUSP00000031355	56041
10090.ENSMUSP00000031364	231452
10090.ENSMUSP00000031366	208628
10090.ENSMUSP00000031367	100561
10090.ENSMUSP00000031377	12492
10090.ENSMUSP00000031378	A0A0G2JE94
10090.ENSMUSP00000031384	2.4.1.-
10090.ENSMUSP00000031388	77573
10090.ENSMUSP00000031389	76399
10090.ENSMUSP00000031390	23948
10090.ENSMUSP00000031391	77045
10090.ENSMUSP00000031398	1.13.11.27
10090.ENSMUSP00000031399	100678
10090.ENSMUSP00000031410	17165
10090.ENSMUSP00000031411	1.2.1.3
10090.ENSMUSP00000031412	1.3.99.-
10090.ENSMUSP00000031414	2.3.2.27
10090.ENSMUSP00000031419	68948
10090.ENSMUSP00000031420	68080
10090.ENSMUSP00000031423	11938
10090.ENSMUSP00000031426	12589
10090.ENSMUSP00000031429	A0A0G2JEP2
10090.ENSMUSP00000031434	2.3.2.27
10090.ENSMUSP00000031437	74890
10090.ENSMUSP00000031445	6.2.1.16
10090.ENSMUSP00000031446	208151
10090.ENSMUSP00000031447	11745
10090.ENSMUSP00000031455	243197
10090.ENSMUSP00000031456	18587
10090.ENSMUSP00000031472	19301
10090.ENSMUSP00000031477	269682
10090.ENSMUSP00000031478	3.6.4.13
10090.ENSMUSP00000031486	19079
10090.ENSMUSP00000031492	77407
10090.ENSMUSP00000031495	18778
10090.ENSMUSP00000031501	1700123K08Rik
10090.ENSMUSP00000031508	15e1.1
10090.ENSMUSP00000031513	108014
10090.ENSMUSP00000031521	1.14.14.-
10090.ENSMUSP00000031524	1.3.8.1
10090.ENSMUSP00000031530	3.4.23.-
10090.ENSMUSP00000031531	66506
10090.ENSMUSP00000031533	21426
10090.ENSMUSP00000031534	17120
10090.ENSMUSP00000031535	1F93
10090.ENSMUSP00000031536	16S rRNA (uridine(1369)-2'-O)-methyltransferase
10090.ENSMUSP00000031538	2210016L21Rik
10090.ENSMUSP00000031539	231834
10090.ENSMUSP00000031542	2'-5'-oligoadenylate synthase-like protein 2
10090.ENSMUSP00000031547	4930519G04Rik
10090.ENSMUSP00000031549	240327
10090.ENSMUSP00000031554	101118
10090.ENSMUSP00000031555	16848
10090.ENSMUSP00000031556	71900
10090.ENSMUSP00000031560	2.5.1.17
10090.ENSMUSP00000031565	14086
10090.ENSMUSP00000031574	330228
10090.ENSMUSP00000031587	22256
10090.ENSMUSP00000031588	100756
10090.ENSMUSP00000031590	1WHW
10090.ENSMUSP00000031591	16873
10090.ENSMUSP00000031594	257635
10090.ENSMUSP00000031597	3.1.1.-
10090.ENSMUSP00000031598	3.6.4.13
10090.ENSMUSP00000031607	14357
10090.ENSMUSP00000031613	231872
10090.ENSMUSP00000031617	19988
10090.ENSMUSP00000031621	231874
10090.ENSMUSP00000031622	18261
10090.ENSMUSP00000031624	1700018F24Rik
10090.ENSMUSP00000031625	56443
10090.ENSMUSP00000031627	231887
10090.ENSMUSP00000031628	71799
10090.ENSMUSP00000031632	67235
10090.ENSMUSP00000031633	1.14.14.1
10090.ENSMUSP00000031640	2.7.11.22
10090.ENSMUSP00000031646	68895
10090.ENSMUSP00000031650	12591
10090.ENSMUSP00000031651	72587
10090.ENSMUSP00000031653	14254
10090.ENSMUSP00000031654	66537
10090.ENSMUSP00000031655	71706
10090.ENSMUSP00000031663	110382
10090.ENSMUSP00000031668	12843
10090.ENSMUSP00000031670	66066
10090.ENSMUSP00000031673	14699
10090.ENSMUSP00000031674	21789
10090.ENSMUSP00000031678	269831
10090.ENSMUSP00000031680	71777
10090.ENSMUSP00000031681	93735
10090.ENSMUSP00000031690	3.2.1.35
10090.ENSMUSP00000031691	3.2.1.35
10090.ENSMUSP00000031692	12054
10090.ENSMUSP00000031694	93677
10090.ENSMUSP00000031695	3M3N
10090.ENSMUSP00000031697	26965
10090.ENSMUSP00000031707	uc009bbc.2
10090.ENSMUSP00000031709	73191
10090.ENSMUSP00000031713	55961
10090.ENSMUSP00000031718	18506
10090.ENSMUSP00000031719	56223
10090.ENSMUSP00000031726	14693
10090.ENSMUSP00000031727	57330
10090.ENSMUSP00000031731	18542
10090.ENSMUSP00000031732	71176
10090.ENSMUSP00000031734	231798
10090.ENSMUSP00000031739	69871
10090.ENSMUSP00000031740	2.1.1.-
10090.ENSMUSP00000031741	1.14.14.1
10090.ENSMUSP00000031749	18291
10090.ENSMUSP00000031750	54324
10090.ENSMUSP00000031773	269823
10090.ENSMUSP00000031778	1700012A03Rik
10090.ENSMUSP00000031779	12321
10090.ENSMUSP00000031787	14028
10090.ENSMUSP00000031788	1.1.1.31
10090.ENSMUSP00000031793	107569
10090.ENSMUSP00000031795	27055
10090.ENSMUSP00000031798	1700025E21Rik
10090.ENSMUSP00000031805	78937
10090.ENSMUSP00000031806	109697
10090.ENSMUSP00000031810	E9Q8S3
10090.ENSMUSP00000031817	2.3.2.-
10090.ENSMUSP00000031822	26357
10090.ENSMUSP00000031837	1.4.3.-
10090.ENSMUSP00000031838	140488
10090.ENSMUSP00000031840	93695
10090.ENSMUSP00000031841	A0A0N4SV13
10090.ENSMUSP00000031843	109648
10090.ENSMUSP00000031845	54722
10090.ENSMUSP00000031851	77522
10090.ENSMUSP00000031852	70821
10090.ENSMUSP00000031853	60531
10090.ENSMUSP00000031859	2.3.2.27
10090.ENSMUSP00000031862	CBX3_MOUSE
10090.ENSMUSP00000031866	14489
10090.ENSMUSP00000031868	243755
10090.ENSMUSP00000031876	20899
10090.ENSMUSP00000031879	232748
10090.ENSMUSP00000031894	12723
10090.ENSMUSP00000031895	12366
10090.ENSMUSP00000031897	2.5.1.18
10090.ENSMUSP00000031898	71578
10090.ENSMUSP00000031899	23925
10090.ENSMUSP00000031900	76606
10090.ENSMUSP00000031901	194352
10090.ENSMUSP00000031902	2RFA
10090.ENSMUSP00000031910	114228
10090.ENSMUSP00000031913	22074
10090.ENSMUSP00000031914	239650
10090.ENSMUSP00000031931	2210010C04Rik
10090.ENSMUSP00000031935	1700074P13Rik
10090.ENSMUSP00000031937	1.14.17.-
10090.ENSMUSP00000031967	67690
10090.ENSMUSP00000031971	381760
10090.ENSMUSP00000031976	2.1.1.-
10090.ENSMUSP00000031977	2.7.1.107
10090.ENSMUSP00000031978	14548
10090.ENSMUSP00000031982	2.5.1.18
10090.ENSMUSP00000031984	13990
10090.ENSMUSP00000031985	2.3.2.27
10090.ENSMUSP00000031986	19331
10090.ENSMUSP00000032065	1.8.3.5
10090.ENSMUSP00000032066	21802
10090.ENSMUSP00000032070	26910
10090.ENSMUSP00000032071	3.1.3.-
10090.ENSMUSP00000032073	2.3.1.-
10090.ENSMUSP00000032074	2.3.1.-
10090.ENSMUSP00000032078	12468
10090.ENSMUSP00000032080	73327
10090.ENSMUSP00000032089	19695
10090.ENSMUSP00000032093	243548
10090.ENSMUSP00000032094	101358
10090.ENSMUSP00000032106	1700003E16Rik
10090.ENSMUSP00000032107	243574
10090.ENSMUSP00000032109	70020
10090.ENSMUSP00000032111	22377
10090.ENSMUSP00000032114	3.2.1.106
10090.ENSMUSP00000032122	21336
10090.ENSMUSP00000032124	39S ribosomal protein L19, mitochondrial
10090.ENSMUSP00000032125	12154
10090.ENSMUSP00000032127	68888
10090.ENSMUSP00000032128	66284
10090.ENSMUSP00000032129	66283
10090.ENSMUSP00000032130	4.2.99.18
10090.ENSMUSP00000032133	54368
10090.ENSMUSP00000032138	12785
10090.ENSMUSP00000032143	103963
10090.ENSMUSP00000032146	232288
10090.ENSMUSP00000032151	4B6U
10090.ENSMUSP00000032152	Q9QXU7
10090.ENSMUSP00000032157	2.4.2.42
10090.ENSMUSP00000032165	3.6.4.12
10090.ENSMUSP00000032168	53421
10090.ENSMUSP00000032169	80283
10090.ENSMUSP00000032172	66098
10090.ENSMUSP00000032179	54563
10090.ENSMUSP00000032180	22421
10090.ENSMUSP00000032182	22591
10090.ENSMUSP00000032183	74122
10090.ENSMUSP00000032185	21366
10090.ENSMUSP00000032191	1.8.3.7
10090.ENSMUSP00000032192	16438
10090.ENSMUSP00000032194	20893
10090.ENSMUSP00000032196	67166
10090.ENSMUSP00000032198	24110
10090.ENSMUSP00000032200	E9PW98
10090.ENSMUSP00000032201	19713
10090.ENSMUSP00000032203	232345
10090.ENSMUSP00000032207	3FF8
10090.ENSMUSP00000032211	14562
10090.ENSMUSP00000032216	69202
10090.ENSMUSP00000032217	16768
10090.ENSMUSP00000032218	16977
10090.ENSMUSP00000032228	17836
10090.ENSMUSP00000032233	53857
10090.ENSMUSP00000032237	213895
10090.ENSMUSP00000032238	56552
10090.ENSMUSP00000032239	56619
10090.ENSMUSP00000032240	17474
10090.ENSMUSP00000032248	26888
10090.ENSMUSP00000032252	1HQ8
10090.ENSMUSP00000032257	232408
10090.ENSMUSP00000032258	C-type lectin domain family 2 member E
10090.ENSMUSP00000032259	12515
10090.ENSMUSP00000032260	6E7D
10090.ENSMUSP00000032261	71183
10090.ENSMUSP00000032262	56760
10090.ENSMUSP00000032263	A0A0N4SWE5
10090.ENSMUSP00000032264	57436
10090.ENSMUSP00000032265	108078
10090.ENSMUSP00000032270	16641
10090.ENSMUSP00000032272	68465
10090.ENSMUSP00000032283	67200
10090.ENSMUSP00000032288	1QO3
10090.ENSMUSP00000032307	66441
10090.ENSMUSP00000032309	56449
10090.ENSMUSP00000032315	112408
10090.ENSMUSP00000032317	667992
10090.ENSMUSP00000032321	66813
10090.ENSMUSP00000032322	16974
10090.ENSMUSP00000032326	3.6.4.13
10090.ENSMUSP00000032327	93746
10090.ENSMUSP00000032335	54343
10090.ENSMUSP00000032336	3.1.1.-
10090.ENSMUSP00000032338	14917
10090.ENSMUSP00000032341	109978
10090.ENSMUSP00000032342	17313
10090.ENSMUSP00000032343	69187
10090.ENSMUSP00000032344	11857
10090.ENSMUSP00000032356	114875
10090.ENSMUSP00000032362	58807
10090.ENSMUSP00000032371	2.4.1.11
10090.ENSMUSP00000032372	66964
10090.ENSMUSP00000032373	1.1.1.27
10090.ENSMUSP00000032376	30937
10090.ENSMUSP00000032383	16651
10090.ENSMUSP00000032386	79362
10090.ENSMUSP00000032396	16970
10090.ENSMUSP00000032398	14911
10090.ENSMUSP00000032399	16653
10090.ENSMUSP00000032402	12035
10090.ENSMUSP00000032406	18294
10090.ENSMUSP00000032409	2.7.11.17
10090.ENSMUSP00000032410	101206
10090.ENSMUSP00000032413	2.7.1.82
10090.ENSMUSP00000032414	101100
10090.ENSMUSP00000032419	12764
10090.ENSMUSP00000032421	2.4.99.8
10090.ENSMUSP00000032422	171508
10090.ENSMUSP00000032425	66087
10090.ENSMUSP00000032427	71177
10090.ENSMUSP00000032429	108098
10090.ENSMUSP00000032433	69371
10090.ENSMUSP00000032440	110379
10090.ENSMUSP00000032441	67015
10090.ENSMUSP00000032443	MGI:2687035
10090.ENSMUSP00000032451	243616
10090.ENSMUSP00000032454	232333
10090.ENSMUSP00000032459	232334
10090.ENSMUSP00000032461	2.7.7.41
10090.ENSMUSP00000032462	110595
10090.ENSMUSP00000032469	17193
10090.ENSMUSP00000032471	212541
10090.ENSMUSP00000032472	5TZN
10090.ENSMUSP00000032473	1TPZ
10090.ENSMUSP00000032476	E9PZF2
10090.ENSMUSP00000032477	1TQZ
10090.ENSMUSP00000032479	319352
10090.ENSMUSP00000032480	1WEN
10090.ENSMUSP00000032485	39S ribosomal protein L51, mitochondrial
10090.ENSMUSP00000032486	21940
10090.ENSMUSP00000032487	22317
10090.ENSMUSP00000032489	17000
10090.ENSMUSP00000032491	21937
10090.ENSMUSP00000032492	12527
10090.ENSMUSP00000032497	28040
10090.ENSMUSP00000032500	2.1.1.319
10090.ENSMUSP00000032501	68498
10090.ENSMUSP00000032508	14228
10090.ENSMUSP00000032512	17057
10090.ENSMUSP00000032518	94071
10090.ENSMUSP00000032520	67315
10090.ENSMUSP00000032539	26459
10090.ENSMUSP00000032541	2900092C05Rik
10090.ENSMUSP00000032551	22775
10090.ENSMUSP00000032555	53333
10090.ENSMUSP00000032559	20167
10090.ENSMUSP00000032560	232941
10090.ENSMUSP00000032561	22323
10090.ENSMUSP00000032566	2.3.2.5
10090.ENSMUSP00000032568	13400
10090.ENSMUSP00000032570	13401
10090.ENSMUSP00000032573	21946
10090.ENSMUSP00000032585	3.1.26.5
10090.ENSMUSP00000032591	231866
10090.ENSMUSP00000032597	19943
10090.ENSMUSP00000032622	76373
10090.ENSMUSP00000032627	233276
10090.ENSMUSP00000032629	20430
10090.ENSMUSP00000032633	18431
10090.ENSMUSP00000032648	4933421I07Rik
10090.ENSMUSP00000032661	74400
10090.ENSMUSP00000032663	72431
10090.ENSMUSP00000032667	83382
10090.ENSMUSP00000032683	76942
10090.ENSMUSP00000032701	3.6.4.13
10090.ENSMUSP00000032703	30962
10090.ENSMUSP00000032704	101831
10090.ENSMUSP00000032705	1VAE
10090.ENSMUSP00000032709	233107
10090.ENSMUSP00000032710	140919
10090.ENSMUSP00000032715	1WIR
10090.ENSMUSP00000032717	13172
10090.ENSMUSP00000032719	E9QMF5
10090.ENSMUSP00000032728	272396
10090.ENSMUSP00000032732	MGI:1261791
10090.ENSMUSP00000032735	67973
10090.ENSMUSP00000032736	233315
10090.ENSMUSP00000032738	11441
10090.ENSMUSP00000032747	(ppGpp)ase
10090.ENSMUSP00000032748	101869
10090.ENSMUSP00000032749	233405
10090.ENSMUSP00000032754	20352
10090.ENSMUSP00000032760	17292
10090.ENSMUSP00000032761	18631
10090.ENSMUSP00000032766	56315
10090.ENSMUSP00000032768	11819
10090.ENSMUSP00000032770	3.4.19.-
10090.ENSMUSP00000032774	67009
10090.ENSMUSP00000032779	13032
10090.ENSMUSP00000032781	1.6.3.-
10090.ENSMUSP00000032796	233056
10090.ENSMUSP00000032800	22177
10090.ENSMUSP00000032802	74352
10090.ENSMUSP00000032803	22693
10090.ENSMUSP00000032808	2200002D01Rik
10090.ENSMUSP00000032809	uc009gbh.2
10090.ENSMUSP00000032815	18036
